time,exit
1503971040,345.159546
1503971940,345.318359
1503972840,345.485260
1503973740,345.610779
1503974640,345.776001
1503975540,345.928680
1503976440,346.095581
1503977340,346.348633
1503978240,346.624878
1503979140,346.838348
1503980040,347.020844
1503980940,347.198425
1503981840,347.367828
1503982740,347.541962
1503983640,347.727631
1503984540,347.927429
1503985440,348.145325
1503986340,348.437622
1503987240,348.731323
1503988140,348.991516
1503989040,349.259735
1503989940,349.554352
1503990840,349.864807
1503991740,350.152496
1503992640,350.391174
1503993540,350.641632
1503994440,350.851501
1503995340,351.029205
1503996240,351.229401
1503997140,351.449951
1503998040,351.691193
1503998940,352.030457
1503999840,352.362823
1504000740,352.671448
1504001640,353.012115
1504002540,353.394592
1504003440,353.775391
1504004340,354.114929
1504005240,354.504425
1504006140,354.817108
1504007040,355.079681
1504007940,355.336182
1504008840,355.609070
1504009740,355.941528
1504010640,356.246399
1504011540,356.476898
1504012440,356.729004
1504013340,357.005737
1504014240,357.316254
1504015140,357.654419
1504016040,357.982910
1504016940,358.284271
1504017840,358.566254
1504018740,358.846710
1504019640,359.113037
1504020540,359.362122
1504021440,359.648163
1504022340,359.971985
1504023240,360.282715
1504024140,360.582245
1504025040,360.862976
1504025940,361.129486
1504026840,361.499146
1504027740,361.886597
1504028640,362.323029
1504029540,362.733490
1504030440,363.123413
1504031340,363.466858
1504032240,363.799988
1504033140,364.047516
1504034040,364.331238
1504034940,364.576904
1504035840,364.709137
1504036740,364.819275
1504037640,364.952972
1504038540,365.171967
1504039440,365.419617
1504040340,365.701263
1504041240,366.047577
1504042140,366.443146
1504043040,366.823364
1504043940,367.205933
1504044840,367.604614
1504045740,367.987030
1504046640,368.322968
1504047540,368.671173
1504048440,369.036591
1504049340,369.400330
1504050240,369.728882
1504051140,370.037689
1504052040,370.281128
1504052940,370.464081
1504053840,370.659790
1504054740,370.862762
1504055640,371.031982
1504056540,371.241516
1504057440,371.506592
1504058340,371.742706
1504059240,371.961517
1504060140,372.156769
1504061040,372.261963
1504061940,372.342377
